FF,stat,n,mle,stderr,mean,low,high,group
Sage 2.0.0,R2,13,0.983743435613405,0.01057785761136632,0.9828011732493865,0.9577656552081125,0.9973716063779086,Acetal
Sage 2.0.0,rho,13,0.9918384120477513,0.0056051078528217575,0.991408039987803,0.9772211267772906,0.998506700315761,Acetal
Sage 2.2.1,RMSE,13,0.014971431608151082,0.0028071235395856916,0.01455369601577191,0.00931104078449083,0.020349554743196076,Acetal
Sage 2.2.1,MUE,13,0.011774688868676489,0.002637885667026266,0.01166030972194229,0.006868048423999795,0.017044960292277193,Acetal
Sage 2.2.1,R2,13,0.9824388300652714,0.012924153184958308,0.9812844991519885,0.9529795901666833,0.9960367010469764,Acetal
Sage 2.2.1,rho,13,0.9911805234493218,0.0054972847784708284,0.9905508673880504,0.9774954515799273,0.9978977473577928,Acetal
smee-v2,RMSE,13,0.026652920995815,0.004486503528554442,0.02649778958719728,0.01764619135896571,0.035164010314700685,Acetal
smee-v2,MUE,13,0.021757736962192707,0.00432489050969443,0.021811172325157512,0.013384847367738074,0.030470280082293747,Acetal
smee-v2,R2,13,0.9813730336670718,0.012171815988716743,0.980540425019801,0.9536493039198279,0.9960170437113725,Acetal
smee-v2,rho,13,0.990642737654232,0.006019103804191703,0.990079104175477,0.9747039574804807,0.9979798590227923,Acetal
v1-k100,RMSE,13,0.012435718541236512,0.00175603552043544,0.012328251637080737,0.008739420645667819,0.01555360986637687,Acetal
v1-k100,MUE,13,0.010571055842202859,0.0017715544703501636,0.0106303316733735,0.007138943511806166,0.013976173202659238,Acetal
v1-k100,R2,13,0.9973357690867932,0.0020037059828576804,0.9971045350075283,0.9924444799005346,0.999863544025108,Acetal
v1-k100,rho,13,0.9986669960936893,0.0010550952752271215,0.9985596993865659,0.996196685031245,0.9999160737355547,Acetal
v3-k100,RMSE,13,0.011396825470266818,0.0017081895533038471,0.01125697346738751,0.007537999155228575,0.014193532389526493,Acetal
v3-k100,MUE,13,0.00956534481656492,0.001771646743936765,0.009548639596854359,0.00622791694886985,0.01304165574028212,Acetal
v3-k100,R2,13,0.9972751964500842,0.0016218600437846156,0.9972518277193063,0.9937626874982817,0.999695059200487,Acetal
v3-k100,rho,13,0.998636668889183,0.0008462603071698471,0.9985899729797373,0.9967071927859324,0.9998361584869995,Acetal
Sage 2.0.0,RMSE,410,0.016353570768247692,0.0011695892182402628,0.0163533483578975,0.014055400353315041,0.018697148521914085,Alcohol
Sage 2.0.0,MUE,410,0.010743419530193598,0.000600416916434515,0.010730229018161246,0.009578426591122865,0.011900057274104642,Alcohol
Sage 2.0.0,R2,410,0.9859527983200548,0.002339721437996056,0.9858167553714439,0.9809045861106757,0.9899325551494733,Alcohol
Sage 2.0.0,rho,410,0.9929515588990498,0.0011837374614581827,0.9929246783342082,0.9902719579563328,0.9949384058082535,Alcohol
Sage 2.2.1,RMSE,410,0.017272071043992296,0.0011287791498295638,0.017234778856359906,0.015178406565568792,0.01952361792637015,Alcohol
Sage 2.2.1,MUE,410,0.01239724068308327,0.0005980908070550745,0.012399065819777969,0.011269362725583083,0.01364353747759437,Alcohol
Sage 2.2.1,R2,410,0.9859266132937927,0.002486840430929489,0.985771047645221,0.9803988705266561,0.9899888265339652,Alcohol
Sage 2.2.1,rho,410,0.992938373361506,0.0011390628648468093,0.992951684908212,0.9904189164792928,0.994996011991759,Alcohol
smee-v2,RMSE,410,0.01795877421110288,0.0013272603330348402,0.01794414943759959,0.015398977018055777,0.020714056510658267,Alcohol
smee-v2,MUE,410,0.011676572524435781,0.0006668292736339485,0.011709841387047958,0.010475744449435484,0.012980019513049525,Alcohol
smee-v2,R2,410,0.9855580385166673,0.002383530540666241,0.9855224138239914,0.9804497520343686,0.9899314835639023,Alcohol
smee-v2,rho,410,0.9927527580000305,0.001197941975236698,0.9927234302214739,0.9901254815691243,0.9948300046762986,Alcohol
v1-k100,RMSE,410,0.01615624519277828,0.0008998185580058554,0.016155712094031223,0.014445388321642924,0.01794868021541811,Alcohol
v1-k100,MUE,410,0.011090873422673288,0.0005785418267589373,0.011110643227241252,0.010036477813105597,0.012279765028529599,Alcohol
v1-k100,R2,410,0.9876311388308604,0.0016576129438784799,0.9877084918884189,0.9842688641565451,0.9906665455383842,Alcohol
v1-k100,rho,410,0.9937963266338133,0.0008212907019011324,0.9937610449079778,0.992103271213433,0.9952807891839529,Alcohol
v3-k100,RMSE,410,0.01516525778351371,0.0009018144766676343,0.015106792355693144,0.013396960378237463,0.016925301009465685,Alcohol
v3-k100,MUE,410,0.010567289337731883,0.0005602065090597687,0.010588678816536589,0.009532693800547281,0.011754350152292281,Alcohol
v3-k100,R2,410,0.9896068977107242,0.001490737303293565,0.9895253460385511,0.9864311527906281,0.9922652737931829,Alcohol
v3-k100,rho,410,0.9947898761601485,0.0007251148697402535,0.9947957800487657,0.9932930447906201,0.9961648634409929,Alcohol
Sage 2.0.0,RMSE,211,0.012595631665086182,0.000711365049972042,0.012555088250690604,0.011253248450613712,0.014124908943521109,Alkane
Sage 2.0.0,MUE,211,0.01009596744693341,0.0005240123337782412,0.010090184360546633,0.009132497767942522,0.01112521818624991,Alkane
Sage 2.0.0,R2,211,0.9798729539676643,0.008459827152520964,0.9770741873227944,0.9586711428055587,0.9890188397559405,Alkane
Sage 2.0.0,rho,211,0.9898853236449483,0.004174714415003565,0.9886331096906028,0.9791495358421675,0.9947825638362999,Alkane
Sage 2.2.1,RMSE,211,0.013648716951029148,0.0005356991680502126,0.01366797331658253,0.012669772984314154,0.014774557864044004,Alkane
Sage 2.2.1,MUE,211,0.011789855096276817,0.0004645996159373624,0.01176319987379396,0.010866335044631166,0.012696138183753274,Alkane
Sage 2.2.1,R2,211,0.981011765736658,0.008049117823763961,0.9782820863498985,0.9607410481265714,0.9897902397013482,Alkane
Sage 2.2.1,rho,211,0.9904603807001359,0.003939489680861117,0.9891488767477746,0.9803433244303228,0.9948362746246144,Alkane
smee-v2,RMSE,211,0.011650709393167067,0.001087193712259198,0.011617820567099736,0.009707950492531668,0.01392227270576586,Alkane
smee-v2,MUE,211,0.008200024455753706,0.000578588360493014,0.008185225217073804,0.00712344412702297,0.009396549617977637,Alkane
smee-v2,R2,211,0.9854770518671115,0.006006933176545425,0.9837143640073334,0.969960338811991,0.9922244258244775,Alkane
smee-v2,rho,211,0.9927119682300155,0.00298504831321481,0.9918608270115709,0.9852758586133513,0.9961563812289704,Alkane
v1-k100,RMSE,211,0.011328603105420424,0.000900284984500529,0.011324215932169352,0.009664201103492741,0.013167541795114335,Alkane
v1-k100,MUE,211,0.00786721337059894,0.0005887575404291681,0.007887121048378149,0.006801281722486299,0.009086351154050406,Alkane
v1-k100,R2,211,0.9862825363302369,0.005614428822958318,0.9846283347502023,0.9722294849825239,0.9925795276423353,Alkane
v1-k100,rho,211,0.9931175843424773,0.0027806513602309517,0.9924160543197758,0.9862426545122489,0.9964042467980301,Alkane
v3-k100,RMSE,211,0.011848286899953984,0.001172729634319815,0.011798869483064425,0.009730718604613022,0.01425883411499504,Alkane
v3-k100,MUE,211,0.007980958607160762,0.0005830149354884617,0.007988703159553955,0.00684298682163316,0.00920551538394631,Alkane
v3-k100,R2,211,0.9869774512683007,0.0049069983887488075,0.9857056723079657,0.9756587692416002,0.9931515495466665,Alkane
v3-k100,rho,211,0.9934673881251977,0.0023743161537134903,0.9928414639047257,0.988022199263902,0.9966241515825898,Alkane
Sage 2.0.0,RMSE,13,0.013918171261667873,0.0013583332744669982,0.013825215195825965,0.011123177323003818,0.0163408954230534,Alkene
Sage 2.0.0,MUE,13,0.012982407592243058,0.00135110235959457,0.013000254131935585,0.010505095295684833,0.015742474664424765,Alkene
Sage 2.0.0,R2,13,0.9983202282811536,0.001400377129117872,0.9980016216558224,0.994501978073095,0.9995820540943492,Alkene
Sage 2.0.0,rho,13,0.9991597611399058,0.0007419319403088151,0.9989964748679451,0.9969710494729036,0.9998068199757906,Alkene
Sage 2.2.1,RMSE,13,0.018375008176491014,0.0012194683640708137,0.018309679060009968,0.01582411477770084,0.02064083914595263,Alkene
Sage 2.2.1,MUE,13,0.0176913717712557,0.0013886060615182893,0.017586243344178448,0.01476455993618253,0.02024161989971354,Alkene
Sage 2.2.1,R2,13,0.9981531673474494,0.002108467070639564,0.9974904815566663,0.991421181762459,0.9996784592147067,Alkene
Sage 2.2.1,rho,13,0.9990761569307166,0.0010191182426948443,0.9987394840508079,0.9959988354710277,0.9998341524329314,Alkene
smee-v2,RMSE,13,0.009689755649659244,0.001202404566311116,0.009648289630703629,0.007150321953968349,0.011905913511920005,Alkene
smee-v2,MUE,13,0.008477398585468903,0.0012959559728082952,0.008490472237986843,0.006052068509129726,0.010971912542396763,Alkene
smee-v2,R2,13,0.9985756213027263,0.0014141419472041615,0.9982379405802501,0.994453776712686,0.9996646461139529,Alkene
smee-v2,rho,13,0.9992875568637519,0.0006146977072405051,0.9991611542992189,0.997506249417212,0.9998144978816239,Alkene
v1-k100,RMSE,13,0.0031061591830371204,0.00045804053573709835,0.0030878952081477584,0.0020973119659451955,0.003884006667251959,Alkene
v1-k100,MUE,13,0.0025338488353127044,0.0004995718616665309,0.002554490109343911,0.0016465739806962821,0.003498724790309062,Alkene
v1-k100,R2,13,0.9997366370098918,0.00033877399172815533,0.9996273905624894,0.9986875017929043,0.9999303974150636,Alkene
v1-k100,rho,13,0.9998683098337958,0.0001418025568821819,0.9998203559616063,0.9994472769348818,0.9999691396940782,Alkene
v3-k100,RMSE,13,0.003914771344204509,0.0004680149782038855,0.003906782771109653,0.002952269684060965,0.004825948956911894,Alkene
v3-k100,MUE,13,0.0034853506641480893,0.0005024139935979851,0.0034792678018940983,0.0024923123201586227,0.004478407650187938,Alkene
v3-k100,R2,13,0.9988910879374381,0.0007409640151172097,0.9988185061921699,0.9970694417048384,0.9997043348599725,Alkene
v3-k100,rho,13,0.9994453901726889,0.00034664537291440636,0.9994218633350413,0.9985118808116693,0.9998365682906475,Alkene
Sage 2.0.0,RMSE,126,0.023023847570409456,0.0013377675435963224,0.022985752486952435,0.020407431765751737,0.025787880547069972,Alkyl Bromide
Sage 2.0.0,MUE,126,0.01828417834701197,0.001171079659121516,0.01826401032040775,0.015953147901546415,0.020536277328665576,Alkyl Bromide
Sage 2.0.0,R2,126,0.9968086952624492,0.000658166754583145,0.9968085843810814,0.9954199029202074,0.998016557723506,Alkyl Bromide
Sage 2.0.0,rho,126,0.9984030725425729,0.0003053017228687524,0.9984136755620071,0.9977730541009265,0.9989558805014995,Alkyl Bromide
Sage 2.2.1,RMSE,126,0.026756937396125596,0.001470609264659785,0.026709301844258015,0.02386637580695703,0.029597716850197457,Alkyl Bromide
Sage 2.2.1,MUE,126,0.022320123347396845,0.001309083660603458,0.022367477013491274,0.019758214822182586,0.024953663831038052,Alkyl Bromide
Sage 2.2.1,R2,126,0.9979750180174506,0.00035203413952551824,0.9979615661994479,0.9971715034208511,0.9985583440101973,Alkyl Bromide
Sage 2.2.1,rho,126,0.998986995920093,0.00018080920523976427,0.9989852319659774,0.9986039484944845,0.9992995921128557,Alkyl Bromide
smee-v2,RMSE,126,0.016053321148796252,0.0015168774059782406,0.016061953545470232,0.013353943276390171,0.019089281862504068,Alkyl Bromide
smee-v2,MUE,126,0.011721239353183498,0.0009689172310533762,0.011781155850477776,0.009997211425186737,0.01372182948827595,Alkyl Bromide
smee-v2,R2,126,0.9987540639672303,0.00022260511422447213,0.9987623823245367,0.9983105519430885,0.9991470942598044,Alkyl Bromide
smee-v2,rho,126,0.9993768378180629,0.00011168548801588062,0.9993802317598107,0.9991488424706366,0.9995685565655036,Alkyl Bromide
v1-k100,RMSE,126,0.015243691197939216,0.0012848659733841377,0.015170073088156637,0.012813938778052765,0.017839930825517304,Alkyl Bromide
v1-k100,MUE,126,0.011312154909726034,0.0009255295521460634,0.011313375589635953,0.009508685699041404,0.01312956478383163,Alkyl Bromide
v1-k100,R2,126,0.9987751996509063,0.00022049760078954154,0.9987782336580815,0.9983033432425805,0.9991597869243779,Alkyl Bromide
v1-k100,rho,126,0.9993874121935429,0.00010611675214295051,0.9993933719898864,0.9991627720693322,0.9995721923945998,Alkyl Bromide
v3-k100,RMSE,126,0.015487140414295495,0.0013710135858741657,0.015417351746544582,0.01287181355245756,0.01818890379969349,Alkyl Bromide
v3-k100,MUE,126,0.011440485247522853,0.000924586298713504,0.011415472364596113,0.009717083395127259,0.01335542115916421,Alkyl Bromide
v3-k100,R2,126,0.999274696305013,0.0001173059563091214,0.9992811742571109,0.9990373460278813,0.9994782997624034,Alkyl Bromide
v3-k100,rho,126,0.9996372823704671,5.8639363440870734e-05,0.9996392543712336,0.9995200731696345,0.9997442060246302,Alkyl Bromide
Sage 2.0.0,RMSE,181,0.012242368969273259,0.0006691965498371891,0.01221895630157017,0.01092714249976419,0.013484851684552879,Alkyl Chloride
Sage 2.0.0,MUE,181,0.009390847747843118,0.0005723439283861521,0.009403447783680175,0.008285974761319329,0.010564237144373333,Alkyl Chloride
Sage 2.0.0,R2,181,0.9843744237444669,0.002536361242101893,0.9844010393332328,0.9791007291479203,0.9889446075294458,Alkyl Chloride
Sage 2.0.0,rho,181,0.992156451243687,0.001252328672508549,0.9921161339150666,0.9893329696801043,0.9942492435283418,Alkyl Chloride
Sage 2.2.1,RMSE,181,0.014230596168195749,0.000593331068195147,0.014249049343703548,0.013050993038512612,0.015404041497884071,Alkyl Chloride
Sage 2.2.1,MUE,181,0.011973357584543168,0.0005717179402757727,0.011981301416026461,0.010933588774388787,0.0131648798922278,Alkyl Chloride
Sage 2.2.1,R2,181,0.9885707943015014,0.0015666894894099221,0.9884738912870791,0.9849117382013672,0.9914589718876313,Alkyl Chloride
Sage 2.2.1,rho,181,0.9942689748259785,0.0008456858698554058,0.9942179666823436,0.9923830343851257,0.9956646484372305,Alkyl Chloride
smee-v2,RMSE,181,0.010465541706101162,0.0006161116344490517,0.010446414145674708,0.009247149520120164,0.011619370568801857,Alkyl Chloride
smee-v2,MUE,181,0.008069972112685746,0.00048818202799637105,0.008058164801824402,0.007143481477786059,0.00904741836945448,Alkyl Chloride
smee-v2,R2,181,0.9883498538820166,0.0015948680068512831,0.9882986136758863,0.9849053708672308,0.9912579294823276,Alkyl Chloride
smee-v2,rho,181,0.9941578616507625,0.0008237688901149453,0.9941626595975013,0.9924432428939746,0.9956218239647276,Alkyl Chloride
v1-k100,RMSE,181,0.009584188988579568,0.0005094804790568805,0.009569383263120195,0.008638016820615267,0.010586846662995647,Alkyl Chloride
v1-k100,MUE,181,0.007621260537721218,0.0004246530883895787,0.007626172235114689,0.006821341503717208,0.00847785209037959,Alkyl Chloride
v1-k100,R2,181,0.9900679368523676,0.00152301000965576,0.9900427080732425,0.9867672276850998,0.9927621339168132,Alkyl Chloride
v1-k100,rho,181,0.995021576073789,0.0007582361850734346,0.9949568470594242,0.9933111750290865,0.9963185047250341,Alkyl Chloride
v3-k100,RMSE,181,0.007703004375608099,0.0004939710540280961,0.007692287503525006,0.0067209086497442136,0.008705116741859757,Alkyl Chloride
v3-k100,MUE,181,0.005937876950528122,0.0003757342567778673,0.005927335364922343,0.005221536987162923,0.006633637795529476,Alkyl Chloride
v3-k100,R2,181,0.9938531391612765,0.0009770396450842927,0.9938253376096845,0.9918688953284371,0.9956559326726344,Alkyl Chloride
v3-k100,rho,181,0.9969218320215869,0.0004850691837943578,0.996877928266349,0.9957981547770758,0.9977497916213458,Alkyl Chloride
Sage 2.0.0,RMSE,20,0.018370650881917475,0.00391124557727955,0.01783836678299703,0.01070818594871081,0.025744286348401587,Alkyl Fluoride
Sage 2.0.0,MUE,20,0.013024034288950586,0.002877670493686416,0.013030542782562932,0.007917575030611902,0.019241085785072592,Alkyl Fluoride
Sage 2.0.0,R2,20,0.9919103865166857,0.006227498589737506,0.9912795531782312,0.9763135856407638,0.9995667313191365,Alkyl Fluoride
Sage 2.0.0,rho,20,0.995946979771858,0.0033074174037307537,0.9955992202979103,0.9873956400444741,0.9997588174827798,Alkyl Fluoride
Sage 2.2.1,RMSE,20,0.020757976281067615,0.002978720186778131,0.02050120835750896,0.014350225109672472,0.026371550713182073,Alkyl Fluoride
Sage 2.2.1,MUE,20,0.01671830799466137,0.0027554860565181557,0.01669721186300815,0.011440056983053809,0.022433481997399002,Alkyl Fluoride
Sage 2.2.1,R2,20,0.9925372983297271,0.005902905268253097,0.9921050610639138,0.9784490898492395,0.9995995408389524,Alkyl Fluoride
Sage 2.2.1,rho,20,0.9962616615777841,0.0028380766377792696,0.9958768762484104,0.9892563478901172,0.9997413860990132,Alkyl Fluoride
smee-v2,RMSE,20,0.022166499435681046,0.005717057084004339,0.021367073788213432,0.00927290430379725,0.03187703127462214,Alkyl Fluoride
smee-v2,MUE,20,0.014709026402958209,0.0037585314481418273,0.014703327498755038,0.008251643230889283,0.0229391630321713,Alkyl Fluoride
smee-v2,R2,20,0.9907750391898732,0.0070533764476832204,0.9902709881422924,0.9735099622845416,0.9997747642103323,Alkyl Fluoride
smee-v2,rho,20,0.9953768327572599,0.0035050655833234958,0.9952005272859484,0.9863894646564523,0.9998896048856112,Alkyl Fluoride
v1-k100,RMSE,20,0.023034994451011447,0.0035320667244664286,0.022596387166937276,0.01595363452368105,0.029735079069564675,Alkyl Fluoride
v1-k100,MUE,20,0.01799364183063017,0.0033571434892110345,0.018089670857576814,0.011665621108692148,0.025043594404513526,Alkyl Fluoride
v1-k100,R2,20,0.9871957879329718,0.010425772703147252,0.9855702770600794,0.9598342374666589,0.9995522659367426,Alkyl Fluoride
v1-k100,rho,20,0.9935772682247583,0.005074017615672692,0.9931395977753784,0.9806551052157668,0.9998229626744987,Alkyl Fluoride
v3-k100,RMSE,20,0.02369195679223913,0.0054349304818844925,0.023261893234673963,0.012902732666271647,0.03422356980475174,Alkyl Fluoride
v3-k100,MUE,20,0.016408933060178654,0.0038986828216526943,0.016413713077760256,0.009383258803740857,0.025083412983934007,Alkyl Fluoride
v3-k100,R2,20,0.9819264420174835,0.012559917895755427,0.9814163016980678,0.9492790792406768,0.9993002661748719,Alkyl Fluoride
v3-k100,rho,20,0.9909220161130157,0.006386802738861525,0.9904223312291057,0.9761333906706999,0.9996626900374991,Alkyl Fluoride
Sage 2.0.0,RMSE,20,0.0036504738380000535,0.0004123076010231739,0.003612989117957006,0.0027870497400551177,0.004377174464790716,Alkylarylether
Sage 2.0.0,MUE,20,0.0031569257604784295,0.000413739057529306,0.0031700278723744294,0.0023579446024006635,0.004009230355009485,Alkylarylether
Sage 2.0.0,R2,20,0.9885680903519494,0.0049061250985049385,0.9884670738844838,0.9772345436723886,0.995631496469647,Alkylarylether
Sage 2.0.0,rho,20,0.9942676150574096,0.0025481265095962796,0.9941073363643965,0.9872006177994458,0.9975118956145084,Alkylarylether
Sage 2.2.1,RMSE,20,0.01265874347148049,0.00039389713807114977,0.012677736190508087,0.01191293998749984,0.01342648996445526,Alkylarylether
Sage 2.2.1,MUE,20,0.01253113677505605,0.0004159655153069163,0.012545352506131693,0.011724192868561727,0.013282523879302278,Alkylarylether
Sage 2.2.1,R2,20,0.9895749725997934,0.003616395584499698,0.9897357895197796,0.9813019740274598,0.9957510688223211,Alkylarylether
Sage 2.2.1,rho,20,0.9947738298727977,0.0020616861014395743,0.9947199107935613,0.9896399447573279,0.9976733397782848,Alkylarylether
