,mle,stderr,mean,low,high,FF,dataset,n
0,0.8350328696126583,0.10265043214022294,0.876525815191138,0.6876297162241869,1.081760047267883,Sage 2.2.1 + AM1-BCC (AmberTools),bace,36
1,0.7099652924589995,0.15087611059555162,0.7395571620777114,0.47380543588775414,1.0503492348856485,Sage 2.2.1 + AM1-BCC (AmberTools),cdk2,16
2,0.9909308682249683,0.1307384611629399,0.996761123168455,0.7541279003243583,1.2609165568788627,Sage 2.2.1 + AM1-BCC (AmberTools),jnk1,21
3,1.0289414543063342,0.14236190144743255,1.051418140388636,0.7841812958207633,1.348953116598585,Sage 2.2.1 + AM1-BCC (AmberTools),mcl1,42
4,1.2748716267657796,0.2101016407100117,1.3080548033376618,0.9214857670453741,1.7678004521619912,Sage 2.2.1 + AM1-BCC (AmberTools),p38,34
5,1.1668822012733118,0.37645915642794014,1.1167914008881998,0.5099602673609686,1.8904645696318876,Sage 2.2.1 + AM1-BCC (AmberTools),ptp1b,23
6,0.5906203816549793,0.0789325497972593,0.590033661556824,0.42760356770821856,0.7419377876137349,Sage 2.2.1 + AM1-BCC (AmberTools),thrombin,11
7,0.5298385158992405,0.0801776184487208,0.5358564908255233,0.3789704945792951,0.689553155520875,Sage 2.2.1 + AM1-BCC (AmberTools),tyk2,16
8,1.0514241888906404,0.17269888420008597,1.095438249370878,0.761099475322462,1.4290643087914807,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),bace,36
9,0.8310012768225039,0.1546323133832241,0.8544991443559047,0.5497976063106323,1.1670351436782709,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),cdk2,16
10,0.7850034396641244,0.08154404620740452,0.8051074494183453,0.6338500003062661,0.9594822515470708,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),jnk1,21
11,1.2572810682340005,0.18901987624366956,1.2773875382125732,0.9199011556525868,1.663523698641238,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),mcl1,42
12,1.0958393252615413,0.16326363454089074,1.1432755236246082,0.8533938529949062,1.483930594603016,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),p38,34
13,1.0315915849147737,0.28424155209463414,1.0176075303426468,0.546215111389019,1.5744078115603093,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),ptp1b,23
14,0.5041953403839832,0.1136604508580626,0.49859368410402677,0.27123519290635295,0.7308576884697311,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),thrombin,11
15,0.5426849819869382,0.08246294994865386,0.5459631620194602,0.3905443871933933,0.7103980282029578,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),tyk2,16
16,0.8332843682430736,0.09949501805667108,0.8688568281675414,0.6729012683345226,1.062945537805285,Sage 2.3.0 + AshGC,bace,36
17,0.7800066788362043,0.11758187901990648,0.8472285387612921,0.6144849147688166,1.072204924387123,Sage 2.3.0 + AshGC,cdk2,16
18,0.7981389781988285,0.09511882521542055,0.8050666406566384,0.6081489317808106,0.9883401718167839,Sage 2.3.0 + AshGC,jnk1,21
19,1.3053001379256917,0.21412453720271923,1.3076073239527455,0.9445263842794834,1.7575441599856942,Sage 2.3.0 + AshGC,mcl1,42
20,1.000255050570431,0.13830235680325706,1.0594746530594032,0.8266154732181905,1.3641075171797272,Sage 2.3.0 + AshGC,p38,34
21,1.1729956808112183,0.3108202145821448,1.1458864891411062,0.6094424992705925,1.7668328174622117,Sage 2.3.0 + AshGC,ptp1b,23
22,0.5509858745028579,0.10846267644136516,0.5500307625187866,0.34058173019604404,0.7621973311551653,Sage 2.3.0 + AshGC,thrombin,11
23,0.5684837377521302,0.0913807423562137,0.5735430336551243,0.39421870168142503,0.7457327483217274,Sage 2.3.0 + AshGC,tyk2,16
