,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
56,"Mass density, kg/m3",1904.29,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.055,10.1016/j.jct.2009.05.006
57,"Mass density, kg/m3",1839.0,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1095,10.1016/j.jct.2009.05.006
58,"Mass density, kg/m3",1776.37,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1626,10.1016/j.jct.2009.05.006
59,"Mass density, kg/m3",1712.74,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2171,10.1016/j.jct.2009.05.006
60,"Mass density, kg/m3",1648.68,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.273,10.1016/j.jct.2009.05.006
61,"Mass density, kg/m3",1589.49,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3252,10.1016/j.jct.2009.05.006
62,"Mass density, kg/m3",1397.08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5003,10.1016/j.jct.2009.05.006
63,"Mass density, kg/m3",1331.4,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5617,10.1016/j.jct.2009.05.006
64,"Mass density, kg/m3",1271.46,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6186,10.1016/j.jct.2009.05.006
65,"Mass density, kg/m3",1200.91,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6866,10.1016/j.jct.2009.05.006
66,"Mass density, kg/m3",1082.84,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8026,10.1016/j.jct.2009.05.006
67,"Mass density, kg/m3",1020.08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8655,10.1016/j.jct.2009.05.006
68,"Mass density, kg/m3",952.37,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9344,10.1016/j.jct.2009.05.006
69,"Excess molar volume, m3/mol",1.6e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.055,10.1016/j.jct.2009.05.006
70,"Excess molar volume, m3/mol",3.7e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1095,10.1016/j.jct.2009.05.006
71,"Excess molar volume, m3/mol",5.7e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1626,10.1016/j.jct.2009.05.006
72,"Excess molar volume, m3/mol",8.4e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2171,10.1016/j.jct.2009.05.006
73,"Excess molar volume, m3/mol",9.5e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.273,10.1016/j.jct.2009.05.006
74,"Excess molar volume, m3/mol",1.1e-07,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3252,10.1016/j.jct.2009.05.006
75,"Excess molar volume, m3/mol",1.09e-07,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5003,10.1016/j.jct.2009.05.006
76,"Excess molar volume, m3/mol",1.05e-07,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5617,10.1016/j.jct.2009.05.006
77,"Excess molar volume, m3/mol",9.5e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6186,10.1016/j.jct.2009.05.006
78,"Excess molar volume, m3/mol",7.9e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6866,10.1016/j.jct.2009.05.006
79,"Excess molar volume, m3/mol",5.8e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8026,10.1016/j.jct.2009.05.006
80,"Excess molar volume, m3/mol",4.1e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8655,10.1016/j.jct.2009.05.006
81,"Excess molar volume, m3/mol",1.7e-08,"['1,3-dibromopropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9344,10.1016/j.jct.2009.05.006
82,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.074,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0646,10.1016/j.jct.2009.05.006
83,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.132,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1478,10.1016/j.jct.2009.05.006
84,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.177,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2392,10.1016/j.jct.2009.05.006
85,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.204,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3291,10.1016/j.jct.2009.05.006
86,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.211,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4058,10.1016/j.jct.2009.05.006
87,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.204,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4726,10.1016/j.jct.2009.05.006
88,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.195,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5295,10.1016/j.jct.2009.05.006
89,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.182,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5817,10.1016/j.jct.2009.05.006
90,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.162,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6425,10.1016/j.jct.2009.05.006
91,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.138,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7078,10.1016/j.jct.2009.05.006
92,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.106,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7787,10.1016/j.jct.2009.05.006
93,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.069,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8648,10.1016/j.jct.2009.05.006
94,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.028,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9404,10.1016/j.jct.2009.05.006
95,"Mass density, kg/m3",1756.08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0702,10.1016/j.jct.2009.05.006
96,"Mass density, kg/m3",1708.91,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1221,10.1016/j.jct.2009.05.006
97,"Mass density, kg/m3",1652.89,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1836,10.1016/j.jct.2009.05.006
98,"Mass density, kg/m3",1600.45,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.241,10.1016/j.jct.2009.05.006
99,"Mass density, kg/m3",1544.61,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3018,10.1016/j.jct.2009.05.006
100,"Mass density, kg/m3",1431.07,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4249,10.1016/j.jct.2009.05.006
101,"Mass density, kg/m3",1383.26,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4765,10.1016/j.jct.2009.05.006
102,"Mass density, kg/m3",1326.55,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5374,10.1016/j.jct.2009.05.006
103,"Mass density, kg/m3",1218.52,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6529,10.1016/j.jct.2009.05.006
104,"Mass density, kg/m3",1110.31,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7677,10.1016/j.jct.2009.05.006
105,"Mass density, kg/m3",1056.19,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8248,10.1016/j.jct.2009.05.006
106,"Mass density, kg/m3",1001.42,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8824,10.1016/j.jct.2009.05.006
107,"Mass density, kg/m3",950.88,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9353,10.1016/j.jct.2009.05.006
108,"Excess molar volume, m3/mol",6e-09,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0702,10.1016/j.jct.2009.05.006
109,"Excess molar volume, m3/mol",1.1e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1221,10.1016/j.jct.2009.05.006
110,"Excess molar volume, m3/mol",1.7e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1836,10.1016/j.jct.2009.05.006
111,"Excess molar volume, m3/mol",2e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.241,10.1016/j.jct.2009.05.006
112,"Excess molar volume, m3/mol",2.3e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3018,10.1016/j.jct.2009.05.006
113,"Excess molar volume, m3/mol",2.6e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4249,10.1016/j.jct.2009.05.006
114,"Excess molar volume, m3/mol",2.6e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4765,10.1016/j.jct.2009.05.006
115,"Excess molar volume, m3/mol",2.5e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5374,10.1016/j.jct.2009.05.006
116,"Excess molar volume, m3/mol",2.1e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6529,10.1016/j.jct.2009.05.006
117,"Excess molar volume, m3/mol",1.6e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7677,10.1016/j.jct.2009.05.006
118,"Excess molar volume, m3/mol",1.2e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8248,10.1016/j.jct.2009.05.006
119,"Excess molar volume, m3/mol",1e-08,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8824,10.1016/j.jct.2009.05.006
120,"Excess molar volume, m3/mol",5e-09,"['1,4-dibromobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9353,10.1016/j.jct.2009.05.006
121,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.097,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0868,10.1016/j.jct.2009.05.006
122,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.165,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1853,10.1016/j.jct.2009.05.006
123,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.222,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2872,10.1016/j.jct.2009.05.006
124,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.25,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3842,10.1016/j.jct.2009.05.006
125,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.253,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4656,10.1016/j.jct.2009.05.006
126,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.242,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5328,10.1016/j.jct.2009.05.006
127,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.233,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5803,10.1016/j.jct.2009.05.006
128,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.218,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6291,10.1016/j.jct.2009.05.006
129,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.187,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7084,10.1016/j.jct.2009.05.006
130,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.139,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7902,10.1016/j.jct.2009.05.006
131,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.09,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8713,10.1016/j.jct.2009.05.006
132,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.047,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9437,10.1016/j.jct.2009.05.006
133,"Mass density, kg/m3",1642.01,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0756,10.1016/j.jct.2009.05.006
134,"Mass density, kg/m3",1599.08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1366,10.1016/j.jct.2009.05.006
135,"Mass density, kg/m3",1551.59,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2027,10.1016/j.jct.2009.05.006
136,"Mass density, kg/m3",1503.58,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2682,10.1016/j.jct.2009.05.006
137,"Mass density, kg/m3",1460.47,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3259,10.1016/j.jct.2009.05.006
138,"Mass density, kg/m3",1413.8,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3871,10.1016/j.jct.2009.05.006
139,"Mass density, kg/m3",1365.54,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4492,10.1016/j.jct.2009.05.006
140,"Mass density, kg/m3",1313.85,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5143,10.1016/j.jct.2009.05.006
141,"Mass density, kg/m3",1270.35,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5679,10.1016/j.jct.2009.05.006
142,"Mass density, kg/m3",1221.19,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6274,10.1016/j.jct.2009.05.006
143,"Mass density, kg/m3",1170.94,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.687,10.1016/j.jct.2009.05.006
144,"Mass density, kg/m3",1076.48,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7958,10.1016/j.jct.2009.05.006
145,"Mass density, kg/m3",1033.97,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8434,10.1016/j.jct.2009.05.006
146,"Mass density, kg/m3",936.18,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9499,10.1016/j.jct.2009.05.006
147,"Excess molar volume, m3/mol",4e-09,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0756,10.1016/j.jct.2009.05.006
148,"Excess molar volume, m3/mol",3e-09,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1366,10.1016/j.jct.2009.05.006
149,"Excess molar volume, m3/mol",-3e-09,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2027,10.1016/j.jct.2009.05.006
150,"Excess molar volume, m3/mol",-6e-09,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2682,10.1016/j.jct.2009.05.006
151,"Excess molar volume, m3/mol",-1.4e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3259,10.1016/j.jct.2009.05.006
152,"Excess molar volume, m3/mol",-1.9e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3871,10.1016/j.jct.2009.05.006
153,"Excess molar volume, m3/mol",-2.6e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4492,10.1016/j.jct.2009.05.006
154,"Excess molar volume, m3/mol",-3.1e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5143,10.1016/j.jct.2009.05.006
155,"Excess molar volume, m3/mol",-3.3e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5679,10.1016/j.jct.2009.05.006
156,"Excess molar volume, m3/mol",-3.4e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6274,10.1016/j.jct.2009.05.006
157,"Excess molar volume, m3/mol",-3.5e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.687,10.1016/j.jct.2009.05.006
158,"Excess molar volume, m3/mol",-3e-08,"['1,5-dibromopentane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7958,10.1016/j.jct.2009.05.006
