,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
462,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0399,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0414,10.1016/j.jct.2006.10.008
463,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0887,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0923,10.1016/j.jct.2006.10.008
464,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1434,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1436,10.1016/j.jct.2006.10.008
465,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2011,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1984,10.1016/j.jct.2006.10.008
466,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2589,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2527,10.1016/j.jct.2006.10.008
467,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3137,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3048,10.1016/j.jct.2006.10.008
468,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3558,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3561,10.1016/j.jct.2006.10.008
469,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3935,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4041,10.1016/j.jct.2006.10.008
470,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4197,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4493,10.1016/j.jct.2006.10.008
471,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4209,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4629,10.1016/j.jct.2006.10.008
472,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4289,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5202,10.1016/j.jct.2006.10.008
473,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4203,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5856,10.1016/j.jct.2006.10.008
474,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3882,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6594,10.1016/j.jct.2006.10.008
475,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3284,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7406,10.1016/j.jct.2006.10.008
476,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2379,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.829,10.1016/j.jct.2006.10.008
477,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1334,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9165,10.1016/j.jct.2006.10.008
478,"Mass density, kg/m3",1222.63,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0446,10.1016/j.jct.2006.10.008
479,"Mass density, kg/m3",1201.85,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.087,10.1016/j.jct.2006.10.008
480,"Mass density, kg/m3",1180.87,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1314,10.1016/j.jct.2006.10.008
481,"Mass density, kg/m3",1159.63,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1786,10.1016/j.jct.2006.10.008
482,"Mass density, kg/m3",1138.77,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2266,10.1016/j.jct.2006.10.008
483,"Mass density, kg/m3",1117.89,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.277,10.1016/j.jct.2006.10.008
484,"Mass density, kg/m3",1076.58,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3837,10.1016/j.jct.2006.10.008
485,"Mass density, kg/m3",1056.07,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4403,10.1016/j.jct.2006.10.008
486,"Mass density, kg/m3",1035.47,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5,10.1016/j.jct.2006.10.008
487,"Mass density, kg/m3",1014.9,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5622,10.1016/j.jct.2006.10.008
488,"Mass density, kg/m3",995.09,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6248,10.1016/j.jct.2006.10.008
489,"Mass density, kg/m3",974.48,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6931,10.1016/j.jct.2006.10.008
490,"Mass density, kg/m3",953.92,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7645,10.1016/j.jct.2006.10.008
491,"Mass density, kg/m3",933.51,"['1,2-dichloroethane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8389,10.1016/j.jct.2006.10.008
492,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0289,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0521,10.1016/j.jct.2006.10.008
493,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0529,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1142,10.1016/j.jct.2006.10.008
494,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0866,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1765,10.1016/j.jct.2006.10.008
495,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1268,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2379,10.1016/j.jct.2006.10.008
496,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1611,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2982,10.1016/j.jct.2006.10.008
497,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2052,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3557,10.1016/j.jct.2006.10.008
498,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2483,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4108,10.1016/j.jct.2006.10.008
499,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2777,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4602,10.1016/j.jct.2006.10.008
500,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2981,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5057,10.1016/j.jct.2006.10.008
501,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2997,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5508,10.1016/j.jct.2006.10.008
502,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2887,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6114,10.1016/j.jct.2006.10.008
503,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2611,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6872,10.1016/j.jct.2006.10.008
504,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2203,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7608,10.1016/j.jct.2006.10.008
505,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1573,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8457,10.1016/j.jct.2006.10.008
506,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0861,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9261,10.1016/j.jct.2006.10.008
507,"Mass density, kg/m3",1161.51,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0505,10.1016/j.jct.2006.10.008
508,"Mass density, kg/m3",1144.56,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.101,10.1016/j.jct.2006.10.008
509,"Mass density, kg/m3",1127.68,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1523,10.1016/j.jct.2006.10.008
510,"Mass density, kg/m3",1110.9,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2044,10.1016/j.jct.2006.10.008
511,"Mass density, kg/m3",1094.0,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2581,10.1016/j.jct.2006.10.008
512,"Mass density, kg/m3",1077.09,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.313,10.1016/j.jct.2006.10.008
513,"Mass density, kg/m3",1060.1,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3693,10.1016/j.jct.2006.10.008
514,"Mass density, kg/m3",1026.45,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4847,10.1016/j.jct.2006.10.008
515,"Mass density, kg/m3",1009.59,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5445,10.1016/j.jct.2006.10.008
516,"Mass density, kg/m3",976.01,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6675,10.1016/j.jct.2006.10.008
517,"Mass density, kg/m3",959.34,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7309,10.1016/j.jct.2006.10.008
518,"Mass density, kg/m3",942.5,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7964,10.1016/j.jct.2006.10.008
519,"Mass density, kg/m3",925.98,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.862,10.1016/j.jct.2006.10.008
520,"Mass density, kg/m3",909.27,"['1,3-dichloropropane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9296,10.1016/j.jct.2006.10.008
521,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0115,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0614,10.1016/j.jct.2006.10.008
522,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0303,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1294,10.1016/j.jct.2006.10.008
523,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0548,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1998,10.1016/j.jct.2006.10.008
524,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0914,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2674,10.1016/j.jct.2006.10.008
525,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1226,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3309,10.1016/j.jct.2006.10.008
526,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.163,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.3925,10.1016/j.jct.2006.10.008
527,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1977,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4407,10.1016/j.jct.2006.10.008
528,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2232,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4897,10.1016/j.jct.2006.10.008
529,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2268,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5404,10.1016/j.jct.2006.10.008
530,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2256,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5969,10.1016/j.jct.2006.10.008
531,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2146,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6592,10.1016/j.jct.2006.10.008
532,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1929,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7249,10.1016/j.jct.2006.10.008
533,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1613,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.795,10.1016/j.jct.2006.10.008
534,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1173,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8656,10.1016/j.jct.2006.10.008
535,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0625,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9356,10.1016/j.jct.2006.10.008
536,"Mass density, kg/m3",1118.28,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.0624,10.1016/j.jct.2006.10.008
537,"Mass density, kg/m3",1103.88,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1208,10.1016/j.jct.2006.10.008
538,"Mass density, kg/m3",1089.9,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.1776,10.1016/j.jct.2006.10.008
539,"Mass density, kg/m3",1075.3,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.2372,10.1016/j.jct.2006.10.008
540,"Mass density, kg/m3",1048.8,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.346,10.1016/j.jct.2006.10.008
541,"Mass density, kg/m3",1033.38,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4096,10.1016/j.jct.2006.10.008
542,"Mass density, kg/m3",1019.27,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.4679,10.1016/j.jct.2006.10.008
543,"Mass density, kg/m3",1006.41,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.5213,10.1016/j.jct.2006.10.008
544,"Mass density, kg/m3",977.11,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.6434,10.1016/j.jct.2006.10.008
545,"Mass density, kg/m3",962.64,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7039,10.1016/j.jct.2006.10.008
546,"Mass density, kg/m3",948.68,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.7624,10.1016/j.jct.2006.10.008
547,"Mass density, kg/m3",934.76,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.821,10.1016/j.jct.2006.10.008
548,"Mass density, kg/m3",920.71,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.8802,10.1016/j.jct.2006.10.008
549,"Mass density, kg/m3",906.62,"['1,4-dichlorobutane', 'butyl methanoate']",butyl methanoate,Mole fraction,0.9398,10.1016/j.jct.2006.10.008
550,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.003,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.0722,10.1016/j.jct.2006.10.008
551,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0035,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.1463,10.1016/j.jct.2006.10.008
552,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0226,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.2242,10.1016/j.jct.2006.10.008
553,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0464,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.2989,10.1016/j.jct.2006.10.008
554,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0785,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.3685,10.1016/j.jct.2006.10.008
555,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1121,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.4319,10.1016/j.jct.2006.10.008
556,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1319,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.4894,10.1016/j.jct.2006.10.008
557,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1481,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.5395,10.1016/j.jct.2006.10.008
558,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1549,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.5701,10.1016/j.jct.2006.10.008
559,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1542,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.5843,10.1016/j.jct.2006.10.008
560,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1439,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.6266,10.1016/j.jct.2006.10.008
561,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1303,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.6861,10.1016/j.jct.2006.10.008
562,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1132,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.7462,10.1016/j.jct.2006.10.008
563,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0904,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.8107,10.1016/j.jct.2006.10.008
564,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0652,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.8755,10.1016/j.jct.2006.10.008
565,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0374,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.9382,10.1016/j.jct.2006.10.008
566,"Mass density, kg/m3",1081.49,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.0753,10.1016/j.jct.2006.10.008
567,"Mass density, kg/m3",1070.16,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.1366,10.1016/j.jct.2006.10.008
568,"Mass density, kg/m3",1046.7,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.2613,10.1016/j.jct.2006.10.008
569,"Mass density, kg/m3",1034.45,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.3251,10.1016/j.jct.2006.10.008
570,"Mass density, kg/m3",1022.81,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.3849,10.1016/j.jct.2006.10.008
571,"Mass density, kg/m3",1011.0,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.4446,10.1016/j.jct.2006.10.008
572,"Mass density, kg/m3",999.1,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.5039,10.1016/j.jct.2006.10.008
573,"Mass density, kg/m3",975.33,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.6199,10.1016/j.jct.2006.10.008
574,"Mass density, kg/m3",963.59,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.676,10.1016/j.jct.2006.10.008
575,"Mass density, kg/m3",951.7,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.732,10.1016/j.jct.2006.10.008
576,"Mass density, kg/m3",939.85,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.787,10.1016/j.jct.2006.10.008
577,"Mass density, kg/m3",928.06,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.841,10.1016/j.jct.2006.10.008
578,"Mass density, kg/m3",916.34,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.8939,10.1016/j.jct.2006.10.008
579,"Mass density, kg/m3",904.29,"['butyl methanoate', '1,5-dichloropentane']",butyl methanoate,Mole fraction,0.9477,10.1016/j.jct.2006.10.008
580,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0251,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.095,10.1016/j.jct.2006.10.008
581,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0412,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.1874,10.1016/j.jct.2006.10.008
582,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0425,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.2768,10.1016/j.jct.2006.10.008
583,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0302,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.3583,10.1016/j.jct.2006.10.008
584,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0055,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.4321,10.1016/j.jct.2006.10.008
585,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0291,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.4949,10.1016/j.jct.2006.10.008
586,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0379,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.5195,10.1016/j.jct.2006.10.008
587,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0541,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.5526,10.1016/j.jct.2006.10.008
588,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0588,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.566,10.1016/j.jct.2006.10.008
589,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0777,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.616,10.1016/j.jct.2006.10.008
590,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0869,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.6674,10.1016/j.jct.2006.10.008
591,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0856,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.7246,10.1016/j.jct.2006.10.008
592,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0764,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.7832,10.1016/j.jct.2006.10.008
593,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0657,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.8346,10.1016/j.jct.2006.10.008
594,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0428,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.892,10.1016/j.jct.2006.10.008
595,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0247,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.9474,10.1016/j.jct.2006.10.008
596,"Mass density, kg/m3",1053.56,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.074,10.1016/j.jct.2006.10.008
597,"Mass density, kg/m3",1043.66,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.1444,10.1016/j.jct.2006.10.008
598,"Mass density, kg/m3",1032.43,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.2217,10.1016/j.jct.2006.10.008
599,"Mass density, kg/m3",1023.76,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.2795,10.1016/j.jct.2006.10.008
600,"Mass density, kg/m3",1013.82,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.3441,10.1016/j.jct.2006.10.008
601,"Mass density, kg/m3",1003.67,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.4081,10.1016/j.jct.2006.10.008
602,"Mass density, kg/m3",983.77,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.5278,10.1016/j.jct.2006.10.008
603,"Mass density, kg/m3",973.68,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.586,10.1016/j.jct.2006.10.008
604,"Mass density, kg/m3",963.84,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.641,10.1016/j.jct.2006.10.008
605,"Mass density, kg/m3",952.63,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.702,10.1016/j.jct.2006.10.008
606,"Mass density, kg/m3",942.71,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.7544,10.1016/j.jct.2006.10.008
607,"Mass density, kg/m3",922.68,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.856,10.1016/j.jct.2006.10.008
608,"Mass density, kg/m3",912.53,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.9056,10.1016/j.jct.2006.10.008
609,"Mass density, kg/m3",902.59,"['butyl methanoate', '1,6-dichlorohexane']",butyl methanoate,Mole fraction,0.9528,10.1016/j.jct.2006.10.008
610,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0343,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0406,10.1016/j.jct.2006.10.008
611,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0828,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0934,10.1016/j.jct.2006.10.008
612,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1412,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1501,10.1016/j.jct.2006.10.008
613,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1919,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2054,10.1016/j.jct.2006.10.008
614,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2439,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2613,10.1016/j.jct.2006.10.008
615,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2822,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3157,10.1016/j.jct.2006.10.008
